Database,Keyword,Tags,Seed keyword,Page,Topic,Page type,Volume,Keyword Difficulty,CPC (USD),Competitive Density,Number of Results,Intent,SERP Features,Trend,Click potential,Content reference 1,Content reference 2,Content reference 3,Content reference 4,Content reference 5,Content reference 6,Content reference 7,Content reference 8,Content reference 9,Content reference 10,Competitor on TOP 10 #1,Competitor on TOP 10 #2,Competitor on TOP 10 #3,Competitor on TOP 10 #4,Competitor on TOP 10 #5,Competitor on TOP 10 #6,Competitor on TOP 10 #7,Competitor on TOP 10 #8,Competitor on TOP 10 #9,Competitor on TOP 10 #10,Priority,Url,Idea,target_page,match_type
uk,take home pay 35k,,,(non-clustered),,,170.0,14.0,0.0,0.0,37200000.0,Informational,"Video, Related Searches, AI Overview","0.81,0.54,0.44,0.23,0.18,0.23,0.28,0.35,0.23,0.18,0.23,0.15",90.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,take home pay 40000 salary uk,,,(non-clustered),,,140.0,14.0,0.0,0.01,109.0,Informational,"Video, People Also Ask, Related Searches, AI Overview","0.80,0.80,0.66,0.66,0.66,0.66,0.80,0.80,0.52,1.00,0.80,1.00",90.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,take home pay 45000 salary,,,(non-clustered),,,720.0,14.0,0.0,0.0,28100000.0,Informational,"Video, People Also Ask, Related Searches, AI Overview","0.76,0.76,0.76,0.13,0.55,0.76,0.67,0.36,0.36,0.67,0.45,0.55",90.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,take home pay on 26000,,,(non-clustered),,,260.0,14.0,0.0,0.0,15500000.0,Informational,"Related Searches, AI Overview, Video, People Also Ask","0.44,0.44,0.35,0.66,0.28,0.44,0.44,0.35,0.35,0.54,0.44,0.81",90.0,,,,,,,,,,,,,,,,,,,,,,,,https://uknetpay.co.uk/salary/26000-after-tax,exact_match
uk,take home pay on 45 000,,,(non-clustered),,,260.0,14.0,0.0,0.33,101.0,Informational,"Video, People Also Ask, Related Searches, AI Overview","0.76,0.76,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01",90.0,,,,,,,,,,,,,,,,,,,,,,,,https://uknetpay.co.uk/salary/45000-after-tax,exact_match
uk,tax for working two jobs,,,(non-clustered),,,140.0,14.0,0.43,0.02,117.0,"Informational, Commercial","Video, People Also Ask, Related Searches, Discussions And Forums, AI Overview, Site Links","0.53,0.53,0.34,0.42,0.42,0.65,0.53,0.53,0.34,0.53,0.53,0.65",20.0,,,,,,,,,,,,,,,,,,,,,,,,/two-jobs,tool_match
uk,tax on 60000 salary uk,,,(non-clustered),,,260.0,8.0,0.28,0.02,7370000.0,Informational,"Related Searches, AI Overview, Video","0.54,0.66,0.66,0.43,0.54,0.43,0.43,0.54,0.43,0.54,0.43,0.43",90.0,,,,,,,,,,,,,,,,,,,,,,,,https://uknetpay.co.uk/salary/60000-after-tax,exact_match
uk,tax on second job under 16 hours,,,(non-clustered),,,210.0,12.0,0.0,0.0,288000000.0,"Informational, Commercial","AI Overview, Site Links, Video, Related Searches","0.43,0.35,0.29,0.54,0.66,0.66,0.43,0.35,0.29,0.43,0.29,0.29",20.0,,,,,,,,,,,,,,,,,,,,,,,,/two-jobs,tool_match
uk,tax on working two jobs,,,(non-clustered),,,140.0,14.0,0.43,0.02,638000000.0,"Informational, Commercial","Site Links, Video, People Also Ask, Related Searches, AI Overview","0.43,0.43,0.53,0.21,0.34,0.53,0.43,0.43,0.28,0.43,0.43,0.53",20.0,,,,,,,,,,,,,,,,,,,,,,,,/two-jobs,tool_match
uk,teaching part time salary,,,(non-clustered),,,110.0,9.0,0.0,0.01,133.0,Informational,"Site Links, Video, FAQ, Related Searches, AI Overview","0.66,0.80,0.66,0.23,0.42,0.80,0.66,0.42,0.33,0.52,0.33,0.33",20.0,,,,,,,,,,,,,,,,,,,,,,,,,no_match
uk,uk company tax calculator,,,(non-clustered),,,390.0,14.0,2.07,0.29,238000000.0,Informational,"Video, FAQ, Related Searches","0.08,0.13,0.06,0.13,0.55,0.08,0.10,0.10,1.00,1.00,0.81,1.00",90.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,uk contractor calculator,,,(non-clustered),,,110.0,28.0,0.83,0.2,19200000.0,Informational,"Related Searches, Site Links","0.15,0.12,0.12,0.19,0.10,0.15,0.12,0.12,0.05,0.15,0.15,0.15",20.0,,,,,,,,,,,,,,,,,,,,,,,,/contractor/take-home,tool_match
uk,uk minimum wage 2012,,,(non-clustered),,,110.0,14.0,0.0,0.0,7590000.0,Informational,"Image Pack, People Also Ask, Related Searches, AI Overview","0.04,0.07,0.05,0.05,0.05,0.05,0.05,0.07,0.05,0.07,0.05,0.07",90.0,,,,,,,,,,,,,,,,,,,,,,,,,no_match
uk,what is take home pay on 40000,,,(non-clustered),,,140.0,14.0,0.0,0.01,97.0,Informational,"AI Overview, Video, People Also Ask, Related Searches","0.64,0.82,0.82,0.82,0.82,0.82,1.00,1.00,0.64,1.00,0.82,1.00",90.0,,,,,,,,,,,,,,,,,,,,,,,,https://uknetpay.co.uk/salary/40000-after-tax,exact_match
uk,when will civil service pay rise be paid,,,(non-clustered),,,110.0,14.0,0.0,0.0,144000000.0,Informational,"FAQ, Related Searches, AI Overview, Site Links, People Also Ask","0.53,1.00,0.53,0.80,0.53,0.42,0.26,0.34,0.07,0.19,0.19,0.26",20.0,,,,,,,,,,,,,,,,,,,,,,,,/pay-rise,tool_match
uk,英国税后工资计算器,,,(non-clustered),,,90.0,49.0,0.58,0.18,49.0,Informational,"People Also Ask, Related Searches","0.52,0.41,0.41,0.41,0.29,0.29,0.82,0.82,0.82,0.82,0.29,0.52",60.0,,,,,,,,,,,,,,,,,,,,,,,,,no_match
uk,take home pay 80k,,,(non-clustered),,,110.0,5.0,0.0,0.0,28700000.0,Informational,"Related Searches, AI Overview","0.35,0.28,0.28,0.28,0.28,0.28,0.28,0.35,0.28,0.43,0.35,0.53",90.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,80000 take home pay,,,(non-clustered),,,260.0,9.0,0.37,0.01,153000000.0,Informational,"Related Searches, AI Overview","0.53,0.66,0.66,0.66,0.82,0.66,0.66,0.82,0.53,0.82,0.82,0.82",90.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,25000 a year is how much a month after taxes,,,(non-clustered),,,170.0,11.0,0.0,0.01,47100000.0,Informational,"AI Overview, Video, People Also Ask, Related Searches","0.65,0.80,0.53,0.34,0.53,1.00,0.80,0.53,0.53,0.80,0.53,0.42",90.0,,,,,,,,,,,,,,,,,,,,,,,,,no_match
uk,50000 a year after tax,,,(non-clustered),,,210.0,11.0,0.0,0.0,211000000.0,Informational,"Video, People Also Ask, Related Searches, AI Overview","0.43,0.53,0.43,0.53,1.00,0.43,0.43,0.53,0.43,0.66,0.43,0.53",90.0,,,,,,,,,,,,,,,,,,,,,,,,,no_match
uk,50k a year after tax uk,,,(non-clustered),,,140.0,9.0,0.0,0.0,18100000.0,Informational,"Video, People Also Ask, Related Searches, AI Overview","0.52,0.52,0.66,0.66,0.66,0.52,1.00,1.00,0.80,1.00,0.66,0.66",90.0,,,,,,,,,,,,,,,,,,,,,,,,,no_match
uk,81000 after tax,,,(non-clustered),,,90.0,8.0,0.0,0.01,2900000.0,Informational,"AI Overview, Video, People Also Ask, Related Searches","0.50,0.50,1.00,0.78,0.64,0.78,0.64,0.50,0.50,0.50,0.64,0.64",90.0,,,,,,,,,,,,,,,,,,,,,,,,https://uknetpay.co.uk/salary/81000-after-tax,exact_match
uk,how much tax would i pay on 25000,,,(non-clustered),,,110.0,27.0,0.57,0.06,149000000.0,Informational,"Video, Related Searches, AI Overview","0.42,0.34,0.42,0.42,0.34,0.26,0.26,0.53,0.34,0.80,0.42,0.42",90.0,,,,,,,,,,,,,,,,,,,,,,,,,no_match
uk,take home pay 50k uk,,,(non-clustered),,,110.0,13.0,0.0,0.01,88900000.0,Informational,"Video, Related Searches, AI Overview","0.64,0.64,0.52,0.64,0.64,0.64,0.82,1.00,0.82,0.82,0.64,0.41",90.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,20k take home pay,,,(non-clustered),,,110.0,9.0,0.0,0.0,69100000.0,Informational,"Video, People Also Ask, Related Searches, AI Overview","0.42,0.52,0.33,0.52,0.52,0.66,0.52,0.52,0.33,0.52,0.52,0.42",90.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,25 000 after tax uk,,,(non-clustered),,,110.0,9.0,0.64,0.01,133000000.0,Informational,"AI Overview, People Also Ask, Related Searches","0.03,0.03,0.03,0.45,0.00,0.08,0.06,0.05,0.03,0.67,0.05,0.10",90.0,,,,,,,,,,,,,,,,,,,,,,,,,no_match
uk,30 000 salary after tax uk,,,(non-clustered),,,110.0,15.0,0.0,0.0,108.0,Informational,"Video, Related Searches, AI Overview","0.42,0.52,0.52,0.66,0.80,0.66,0.66,0.80,0.52,1.00,0.52,0.66",90.0,,,,,,,,,,,,,,,,,,,,,,,,,no_match
uk,35k after tax and student loan,,,(non-clustered),,,140.0,9.0,0.0,0.0,853000.0,Informational,"Video, People Also Ask, Related Searches, Discussions And Forums, AI Overview","1.00,0.52,0.80,0.80,0.80,0.52,0.33,0.42,0.23,0.33,0.33,0.52",90.0,,,,,,,,,,,,,,,,,,,,,,,,https://uknetpay.co.uk/salary/35000-after-tax,exact_match
uk,45k after tax and student loan,,,(non-clustered),,,110.0,9.0,0.0,0.0,688000.0,Informational,"Related Searches, AI Overview","0.08,0.08,0.06,0.10,0.06,0.05,0.05,0.04,0.04,0.04,0.04,0.04",90.0,,,,,,,,,,,,,,,,,,,,,,,,https://uknetpay.co.uk/salary/45000-after-tax,exact_match
uk,50000 a year after taxes,,,(non-clustered),,,170.0,8.0,0.0,0.0,117000000.0,Informational,"Video, Related Searches, AI Overview","0.81,0.81,0.43,0.28,0.34,0.65,0.65,0.65,0.65,0.81,0.65,0.81",90.0,,,,,,,,,,,,,,,,,,,,,,,,,no_match
uk,50000 after tax uk per month,,,(non-clustered),,,210.0,16.0,0.68,0.01,15900.0,Informational,"AI Overview, Site Links, Video, People Also Ask, Related Searches","0.06,0.66,0.54,0.54,0.06,0.08,0.66,1.00,1.00,0.66,0.54,0.29",20.0,,,,,,,,,,,,,,,,,,,,,,,,https://uknetpay.co.uk/salary/50000-after-tax,exact_match
uk,50000 take home,,,(non-clustered),,,110.0,9.0,0.0,0.01,279000000.0,Informational,"Video, Related Searches, AI Overview","0.42,0.42,0.34,0.42,0.42,0.42,0.34,0.34,0.34,0.42,0.34,0.42",90.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,50k salary after tax uk,,,(non-clustered),,,720.0,9.0,0.0,0.0,4160000.0,Informational,"Video, Related Searches, AI Overview","0.88,0.88,0.88,1.00,0.88,0.88,0.88,1.00,0.88,1.00,0.88,0.72",90.0,,,,,,,,,,,,,,,,,,,,,,,,,no_match
uk,50k salary take home,,,(non-clustered),,,140.0,14.0,0.0,0.0,96.0,Informational,"Video, Related Searches, Short Videos, AI Overview","0.03,0.04,0.23,0.12,0.12,0.19,0.23,0.67,0.12,0.12,0.12,0.12",90.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,take home pay 50000,,,(non-clustered),,,170.0,14.0,0.61,0.01,376000000.0,Informational,"AI Overview, Video, Related Searches, Short Videos","0.29,0.29,0.18,0.43,0.66,0.29,0.22,0.29,0.35,0.22,0.22,0.22",90.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,take home pay on 50k,,,(non-clustered),,,140.0,13.0,0.0,0.0,184000000.0,Informational,"Video, Related Searches, AI Overview","0.08,0.03,0.16,0.08,0.16,0.05,0.03,0.06,0.36,0.13,0.16,0.16",90.0,,,,,,,,,,,,,,,,,,,,,,,,https://uknetpay.co.uk/salary/50000-after-tax,exact_match
uk,what is take home pay on 30000,,,(non-clustered),,,110.0,9.0,0.36,0.02,365000000.0,Informational,"Related Searches, AI Overview","0.34,0.34,0.34,0.28,0.28,0.43,0.34,0.28,0.21,1.00,0.28,0.34",90.0,,,,,,,,,,,,,,,,,,,,,,,,https://uknetpay.co.uk/salary/30000-after-tax,exact_match
uk,40000 after tax per month,,,(non-clustered),,,170.0,16.0,0.0,0.01,112000000.0,Informational,"Video, Related Searches, AI Overview","0.53,0.80,0.53,0.80,0.65,0.65,1.00,0.80,0.80,0.65,0.42,0.53",90.0,,,,,,,,,,,,,,,,,,,,,,,,https://uknetpay.co.uk/salary/40000-after-tax,exact_match
uk,50000 after tax uk,,,(non-clustered),,,3600.0,16.0,0.61,0.01,110.0,Informational,"Video, People Also Ask, Related Searches, AI Overview","0.65,0.65,0.81,1.00,0.81,0.81,0.81,0.81,0.65,0.81,0.65,0.65",90.0,,,,,,,,,,,,,,,,,,,,,,,,https://uknetpay.co.uk/salary/50000-after-tax,exact_match
uk,50k a year after tax,,,(non-clustered),,,720.0,8.0,0.53,0.01,73300000.0,Informational,"Video, Related Searches, AI Overview","0.67,0.67,0.67,0.81,0.81,0.81,0.81,0.67,0.67,1.00,0.81,0.81",90.0,,,,,,,,,,,,,,,,,,,,,,,,,no_match
uk,take home pay 60000 salary uk,,,(non-clustered),,,110.0,8.0,0.0,0.0,13700000.0,Informational,"Site Links, Video, Related Searches, AI Overview","0.64,0.82,0.52,0.82,0.64,0.64,0.82,0.52,0.41,0.52,0.82,0.82",20.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,take home pay from 80000,,,(non-clustered),,,140.0,5.0,0.37,0.01,120000000.0,Informational,"Video, Related Searches, AI Overview","0.81,0.81,0.65,0.21,0.43,0.81,0.65,0.65,0.00,1.00,0.81,1.00",90.0,,,,,,,,,,,,,,,,,,,,,,,,https://uknetpay.co.uk/salary/80000-after-tax,exact_match
uk,take home pay of 60000,,,(non-clustered),,,170.0,9.0,0.34,0.01,194000000.0,Informational,"Video, Related Searches, AI Overview","0.00,0.01,0.29,0.09,0.36,0.66,0.66,0.54,0.00,0.66,0.66,0.81",90.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,24000 salary after tax,,,(non-clustered),,,110.0,11.0,0.0,0.0,108.0,Informational,"Video, People Also Ask, Related Searches, AI Overview","0.64,0.64,0.52,0.64,0.52,0.64,0.52,0.41,0.41,0.52,0.41,0.41",90.0,,,,,,,,,,,,,,,,,,,,,,,,,no_match
uk,25k salary after tax,,,(non-clustered),,,390.0,12.0,0.0,0.01,98.0,Informational,"Video, People Also Ask, Related Searches, AI Overview","0.81,0.66,0.81,0.81,0.66,0.81,0.81,0.81,0.54,0.81,0.81,0.66",90.0,,,,,,,,,,,,,,,,,,,,,,,,,no_match
uk,40000 salary after tax uk,,,(non-clustered),,,110.0,12.0,0.0,0.01,8810000.0,Informational,"AI Overview, Video, Related Searches","0.00,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.01",90.0,,,,,,,,,,,,,,,,,,,,,,,,,no_match
uk,50k after tax,,,(non-clustered),,,3600.0,12.0,0.65,0.0,115.0,Informational,"Video, People Also Ask, Related Searches, Discussions And Forums, AI Overview","0.36,0.44,0.36,0.36,0.36,0.36,0.36,0.36,0.24,0.36,0.36,0.36",90.0,,,,,,,,,,,,,,,,,,,,,,,,https://uknetpay.co.uk/salary/50000-after-tax,exact_match
uk,take home on 60k,,,(non-clustered),,,110.0,9.0,0.0,0.0,102000000.0,Informational,"Video, Related Searches, AI Overview","0.82,0.64,0.64,0.82,0.82,0.64,0.64,0.64,0.64,0.82,0.64,0.64",90.0,,,,,,,,,,,,,,,,,,,,,,,,https://uknetpay.co.uk/salary/60000-after-tax,exact_match
uk,take home pay on 40000,,,(non-clustered),,,390.0,13.0,0.28,0.01,284000000.0,Informational,"Video, People Also Ask, Related Searches, AI Overview, Site Links","0.16,0.20,0.16,0.06,0.08,0.45,0.10,0.16,0.30,0.10,0.08,0.06",20.0,,,,,,,,,,,,,,,,,,,,,,,,https://uknetpay.co.uk/salary/40000-after-tax,exact_match
uk,30000 after tax and ni,,,(non-clustered),,,140.0,12.0,0.0,0.0,12200000.0,Informational,"People Also Ask, Related Searches, AI Overview, Video","0.53,0.42,0.42,0.42,0.53,0.42,0.42,0.53,0.34,0.42,0.34,0.26",90.0,,,,,,,,,,,,,,,,,,,,,,,,https://uknetpay.co.uk/salary/30000-after-tax,exact_match
uk,30000 per year after tax,,,(non-clustered),,,90.0,12.0,0.0,0.01,203000000.0,Informational,"AI Overview, Video, People Also Ask, Related Searches","0.64,0.78,0.64,0.78,0.35,0.50,0.64,0.64,0.50,0.64,0.50,0.50",90.0,,,,,,,,,,,,,,,,,,,,,,,,,no_match
uk,30k a year after tax,,,(non-clustered),,,590.0,11.0,0.71,0.01,46100000.0,Informational,"Video, Related Searches, AI Overview","0.45,0.45,0.36,0.45,0.45,0.45,0.45,0.36,0.36,0.55,0.45,0.45",90.0,,,,,,,,,,,,,,,,,,,,,,,,,no_match
uk,34k a year after tax,,,(non-clustered),,,140.0,12.0,0.0,0.0,110.0,Informational,"Related Searches, AI Overview, Video, People Also Ask","0.66,0.52,0.66,0.66,0.66,0.66,0.80,0.52,0.52,0.66,0.66,1.00",90.0,,,,,,,,,,,,,,,,,,,,,,,,,no_match
uk,40k salary after tax,,,(non-clustered),,,880.0,14.0,0.0,0.0,11300000.0,Informational,"AI Overview, Video, Related Searches","0.88,0.88,0.88,1.00,0.72,0.88,0.88,0.72,0.72,1.00,0.88,0.88",90.0,,,,,,,,,,,,,,,,,,,,,,,,,no_match
uk,45000 a year after tax,,,(non-clustered),,,110.0,12.0,0.0,0.0,78900000.0,Informational,"People Also Ask, Related Searches, AI Overview, Video","0.34,0.81,0.34,0.34,0.28,0.21,0.43,0.28,0.28,0.34,0.65,0.65",90.0,,,,,,,,,,,,,,,,,,,,,,,,,no_match
uk,45000 after tax uk per month,,,(non-clustered),,,170.0,12.0,0.7,0.02,13300000.0,Informational,"Video, People Also Ask, Related Searches, AI Overview","0.28,0.34,0.53,0.43,0.53,0.53,1.00,0.81,0.81,0.81,0.65,0.43",90.0,,,,,,,,,,,,,,,,,,,,,,,,https://uknetpay.co.uk/salary/45000-after-tax,exact_match
uk,45k salary after tax uk,,,(non-clustered),,,110.0,14.0,0.0,0.0,910000.0,Informational,"Video, Related Searches, AI Overview","1.00,0.64,0.11,0.64,0.64,0.64,0.82,0.64,0.82,1.00,1.00,1.00",90.0,,,,,,,,,,,,,,,,,,,,,,,,,no_match
uk,50k after tax uk,,,(non-clustered),,,6600.0,18.0,0.7,0.01,115.0,Informational,"Video, People Also Ask, Related Searches, Discussions And Forums, AI Overview","1.00,0.81,0.81,1.00,1.00,1.00,0.81,0.81,0.66,0.81,0.81,0.81",90.0,,,,,,,,,,,,,,,,,,,,,,,,https://uknetpay.co.uk/salary/50000-after-tax,exact_match
uk,60 000 after tax uk,,,(non-clustered),,,480.0,9.0,0.67,0.01,106000000.0,Informational,"Video, Related Searches, AI Overview, Site Links","0.20,0.20,0.20,0.20,0.16,0.20,0.30,0.16,0.13,0.20,0.16,0.16",20.0,,,,,,,,,,,,,,,,,,,,,,,,,no_match
uk,60k salary after tax uk,,,(non-clustered),,,590.0,16.0,0.0,0.0,1930000.0,Informational,"Site Links, Video, Related Searches, AI Overview","0.66,0.81,0.81,0.81,0.66,0.81,0.81,0.66,0.66,1.00,0.81,0.81",20.0,,,,,,,,,,,,,,,,,,,,,,,,,no_match
uk,60k take home,,,(non-clustered),,,170.0,9.0,0.0,0.0,102.0,Informational,"AI Overview, Video, Related Searches","0.66,0.52,0.66,0.80,0.80,0.80,0.80,0.80,0.52,1.00,0.80,0.80",90.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,80k a year after taxes,,,(non-clustered),,,110.0,9.0,0.0,0.0,8920000.0,Informational,"Video, Related Searches, AI Overview","0.42,0.52,0.66,0.19,0.52,0.42,0.33,0.66,0.52,0.80,0.80,1.00",90.0,,,,,,,,,,,,,,,,,,,,,,,,,no_match
uk,take home pay 30k,,,(non-clustered),,,390.0,10.0,0.28,0.0,106000000.0,Informational,"Video, Related Searches, AI Overview","0.32,0.32,0.32,0.48,0.32,0.39,0.26,0.48,0.39,0.48,0.48,0.59",90.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,what is 45 000 after taxes,,,(non-clustered),,,110.0,12.0,0.0,0.01,321000000.0,Informational,"Video, Related Searches, AI Overview","0.64,0.52,0.64,0.41,0.64,1.00,0.82,0.52,0.52,1.00,0.82,0.82",90.0,,,,,,,,,,,,,,,,,,,,,,,,,no_match
uk,26000 after tax per month,,,(non-clustered),,,140.0,22.0,0.0,0.0,10700000.0,Informational,"Video, Featured Snippet, People Also Ask, Related Searches","1.00,0.80,0.42,0.66,0.42,0.52,0.80,0.66,0.52,0.66,0.42,0.42",80.0,,,,,,,,,,,,,,,,,,,,,,,,https://uknetpay.co.uk/salary/26000-after-tax,exact_match
uk,30000 after tax uk,,,(non-clustered),,,4400.0,16.0,0.59,0.01,110.0,Informational,"Video, People Also Ask, Related Searches, AI Overview","0.81,0.81,0.81,0.81,0.66,0.66,0.66,0.54,0.43,0.66,0.54,0.54",90.0,,,,,,,,,,,,,,,,,,,,,,,,https://uknetpay.co.uk/salary/30000-after-tax,exact_match
uk,30000 take home pay,,,(non-clustered),,,880.0,20.0,0.56,0.01,272000000.0,Informational,"Video, People Also Ask, Related Searches","0.37,0.37,0.46,0.31,0.25,0.46,0.37,0.52,0.13,0.25,0.37,0.20",90.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,40 000 after tax,,,(non-clustered),,,1600.0,15.0,0.67,0.01,356000000.0,Informational,"Site Links, Video, Related Searches, AI Overview","0.36,0.29,0.36,0.29,0.29,0.22,0.65,0.22,0.13,0.36,0.16,0.20",20.0,,,,,,,,,,,,,,,,,,,,,,,,,no_match
uk,40k after tax uk,,,(non-clustered),,,5400.0,15.0,0.69,0.01,109.0,Informational,"People Also Ask, Related Searches, Short Videos, AI Overview, Video","0.66,0.81,1.00,1.00,1.00,1.00,1.00,0.81,0.81,1.00,0.81,1.00",90.0,,,,,,,,,,,,,,,,,,,,,,,,https://uknetpay.co.uk/salary/40000-after-tax,exact_match
uk,what is 40 000 after tax,,,(non-clustered),,,140.0,13.0,0.0,0.01,559000000.0,Informational,"Video, Related Searches, AI Overview","0.80,0.80,1.00,0.52,0.33,0.42,0.80,0.80,0.52,1.00,1.00,1.00",90.0,,,,,,,,,,,,,,,,,,,,,,,,,no_match
uk,40000 after tax,,,(non-clustered),,,6600.0,16.0,0.67,0.01,111.0,Informational,"People Also Ask, Related Searches, AI Overview, Video","0.66,0.54,0.44,0.44,0.44,0.54,0.36,0.36,0.29,0.44,0.36,0.36",90.0,,,,,,,,,,,,,,,,,,,,,,,,https://uknetpay.co.uk/salary/40000-after-tax,exact_match
uk,30 000 after tax,,,(non-clustered),,,1600.0,21.0,0.59,0.01,292000000.0,Informational,"Discussions And Forums, AI Overview, Video, Related Searches","0.55,0.44,0.55,0.55,0.55,0.44,0.30,0.55,0.30,0.34,0.30,0.24",90.0,,,,,,,,,,,,,,,,,,,,,,,,,no_match
uk,40000 take home pay uk,,,(non-clustered),,,140.0,15.0,0.0,0.0,167000000.0,Informational,"Related Searches, AI Overview, Site Links, People Also Ask","0.23,0.28,0.23,0.28,0.28,0.35,0.53,0.53,0.53,0.82,0.53,0.66",20.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,50000 after tax scotland,,,(non-clustered),,,210.0,17.0,0.0,0.01,9140000.0,Informational,"Video, People Also Ask, Related Searches, AI Overview","0.80,0.80,0.80,0.65,0.65,0.65,0.65,0.65,0.53,0.80,1.00,0.80",90.0,,,,,,,,,,,,,,,,,,,,,,,,https://uknetpay.co.uk/salary/50000-after-tax,exact_match
uk,salary 40k after tax,,,(non-clustered),,,320.0,11.0,0.0,0.0,11700000.0,Informational,"Related Searches, AI Overview, Video","0.54,1.00,0.54,0.81,0.05,0.06,0.29,0.19,0.44,0.66,0.29,0.36",90.0,,,,,,,,,,,,,,,,,,,,,,,,,no_match
uk,take home on 40k,,,(non-clustered),,,170.0,12.0,0.0,0.0,75700000.0,Informational,"Site Links, Video, Related Searches, AI Overview","0.80,0.65,0.80,0.80,0.53,0.80,0.65,0.65,0.53,0.80,0.53,0.65",20.0,,,,,,,,,,,,,,,,,,,,,,,,https://uknetpay.co.uk/salary/40000-after-tax,exact_match
uk,25000 after tax salary,,,(non-clustered),,,170.0,9.0,0.0,0.0,100.0,Informational,"Video, Related Searches, AI Overview","1.00,1.00,0.80,0.34,0.53,1.00,0.65,0.53,0.65,1.00,0.80,0.80",90.0,,,,,,,,,,,,,,,,,,,,,,,,https://uknetpay.co.uk/salary/25000-after-tax,exact_match
uk,30000 salary take home pay,,,(non-clustered),,,210.0,12.0,0.56,0.01,27000000.0,Informational,"AI Overview, People Also Ask, Related Searches","0.09,0.07,0.07,0.05,0.07,0.14,0.48,0.09,0.11,0.26,0.14,0.26",90.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,30000 take home pay uk,,,(non-clustered),,,90.0,11.0,0.0,0.0,373000000.0,Informational,"Video, People Also Ask, Related Searches, AI Overview","0.21,0.28,0.06,0.21,0.21,0.21,0.34,0.34,0.43,0.81,0.65,1.00",90.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,30k after tax uk,,,(non-clustered),,,5400.0,16.0,0.65,0.01,109.0,Informational,"Video, People Also Ask, Related Searches, AI Overview","0.81,0.66,0.66,0.81,0.66,0.66,0.66,0.54,0.44,0.66,0.54,0.54",90.0,,,,,,,,,,,,,,,,,,,,,,,,https://uknetpay.co.uk/salary/30000-after-tax,exact_match
uk,40000 salary take home pay,,,(non-clustered),,,1000.0,14.0,0.28,0.01,85000000.0,Informational,"Video, Related Searches, AI Overview","0.68,0.84,0.68,0.04,0.46,0.52,0.52,0.52,0.31,0.52,0.52,0.68",90.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,how much tax if i earn 50000,,,(non-clustered),,,90.0,19.0,0.76,0.07,226000000.0,Informational,"Site Links, Video, FAQ, Related Searches, Discussions And Forums, AI Overview","0.66,0.09,0.14,0.52,0.14,0.52,0.66,0.52,0.52,0.66,0.52,0.66",20.0,,,,,,,,,,,,,,,,,,,,,,,,,no_match
uk,take home pay 40k,,,(non-clustered),,,320.0,16.0,0.0,0.0,110000000.0,Informational,"AI Overview, Site Links, Video, Related Searches","0.32,0.32,0.39,0.48,0.39,0.39,0.32,0.48,0.39,0.72,0.48,0.48",20.0,,,,,,,,,,,,,,,,,,,,,,,,/take-home,tool_match
uk,take home pay for 80k,,,(non-clustered),,,110.0,5.0,0.0,0.0,40100000.0,Informational,"Related Searches, AI Overview, Video","0.28,0.34,0.34,0.21,0.34,0.53,0.43,0.43,0.34,0.53,0.43,0.53",90.0,,,,,,,,,,,,,,,,,,,,,,,,https://uknetpay.co.uk/salary/80000-after-tax,exact_match
uk,take home pay on 40k,,,(non-clustered),,,320.0,16.0,0.0,0.0,98.0,Informational,"Related Searches, AI Overview, Video","0.48,0.39,0.39,0.48,0.59,0.39,0.39,0.32,0.32,0.59,0.72,1.00",90.0,,,,,,,,,,,,,,,,,,,,,,,,https://uknetpay.co.uk/salary/40000-after-tax,exact_match
